review_id,user_id,business_id,text,stars,categories,review_count_business,stars_business,review_count_user,average_stars_user
X61f7FikZ-mf6ODvqzMoWQ,p_8RgtBE2GdJsmmeCEGUhQ,IBWzg15XkNO25hOpQHM7ig,"So delicious! Everyone at our table absolutely loved their meals. Our waitress was wonderful, I wish I remembered her name. She was both helpful and incredibly kind. We finished our meal with complimentary espresso and the pineapple dessert which was just as amazing as our entrees. My new favorite place on the island!",5.0,"Italian, Restaurants",345,4.5,13,4.38
g639hYAq3MmBZauFctzwyQ,pFVo6UjUQT57n-XUZNSFbA,hvi7FOP6LN8dMTGyV6YgWA,"Ladies, don't hesitate to make an appointment here. I started coming here to just get tough ups for my short hair and Nikki won my heart. Today we did an extreme color change and I'm beyond thrilled with the results. Great atmosphere and great owners and staff.",5.0,"Barbers, Beauty & Spas",23,4.5,4,3.75
nI9piLD2N1eqLtW_W-Ug5A,0iqMaK4TYxMxlnLdV18W1w,p1NqSuiquCuAcoVWk2WeLw,"Got to the pick up window and discovered 2 of the 4 employees were not wearing masks in the kitchen. Really?  Also the window was so dirty with grime and fingerprints, I lost my appetite.  Asked for my money back and went down the street to Sammy's which is ALWAYS a good experience.",1.0,"Fast Food, Restaurants, Sandwiches",16,1.5,18,4.33
jMKCYNwsDDucs79MojVA6g,dlSOIY8LwifTDtWlgYJu9g,YWDbZ8lPZDwZfSjcgJifeQ,"Disappointed in this Westin property

The good: Nice view. Easy parking in and out. Decent fitness center. 

The bad:  unclean. black and orange mold growing in the tub/shower.  

As for service, left my room at 800am, returned 4pm, housekeeping still hadn't been to the room.",3.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",244,2.5,6,3.33
TQGNKe1qCptW13eOBKY4AA,UbPbaRtMdVjWmO5mcL4TSg,NvaHGU03m-hvXIGScPe6WQ,"Thank you for your comment.
However instead of trying to say I didn't stay there (still have the receipt) you should take the comments to heart.
Bar was mentioned in quotes - 
Flat screen TV = still an old TV
I travel all over the world and do not leave comments out of spite or unnecessarily - I leave them to share my experience",1.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",85,3.5,59,3.25
vRWBQxYbj4yWL-NPt9HU7A,ET5yzIjEdcpQeEhIMMZzlQ,5-F3GQv6WHkHZPqyi1l-RQ,"Not recommended due to terrible service. Ordered for delivery, they showed up and didn't give us the right order after it took over an hour to get there. Called back and they didn't get it right after the second attempt. Called to talk to a manager multiple times, they never called me back. Terrible customer service and follow up.",1.0,"Chinese, Restaurants",45,2.0,9,4.22
HPIEmW_3j0zlcgWYPSciRQ,gmCQYQxZhio-aZcbtegtfQ,nlMyZL2bxcLQmbaYzNGQ4A,"Great, friendly service from the time I called to schedule an appointment until the time I left. Very happy with the oil change I had done & also love the fact that the tire rotation as well as other routine services are included unlike many other competitors who'll charge extra. Will definitely be returning to this location!",5.0,"Auto Repair, Automotive, Oil Change Stations, Tires",9,4.5,9,2.78
Gx2uaQyKc__J9PV847VbAg,Dls-BvDEZzO5NK4ZmECz_Q,kK-pcrXr3CEnWP-ci7XXgw,Why people rave about this place escapes me.  It is indicative of a not great palate.  the cured meats are more like Oscar Myers than real Italian salami or prosciutto.  Just big and cheesy and overly sauced American noodle type meal.  Edible enough but it really is an exercise in mediocrity,3.0,"Italian, Restaurants",664,4.0,17,3.85
cZWQg6Va2EgnKxsuF1Dmig,rzmtrFm-620NHEVpV0XepQ,7zJ2m_b-VdThJ5zpnwXSOQ,"After a year of allowing my friend to color my hair, I decided it was time to take it to a professional.  I let Joe do whatever he wanted and he did not disappoint.  He gave me a fabulous, natural looking ombre that I have gotten a number of complements on. Joe was so personable and made me feel very comfortable.",5.0,"Beauty & Spas, Hair Salons",201,5.0,7,5.0
67izrmNTqHsKmXi5Sv7-DA,Ib8M26Cyh-LVvVGtkm37pA,7PfzN9GmM-Yndv8bIjlwJw,"Can't believe I attended the Gulf Coast Sons of Italy meeting and dinner tonight at Leo's.  Now I'm not Italian but Lasagne isn't flat and looking run over by a car
Food and Service not worth my $30 ave check.  Come in for the all you can eat pasta Monday's for $3.99 and see no one there",1.0,"Italian, Restaurants",100,2.5,6,2.33
QJc6WjgTYBRyWQw913hLrw,cryZ-dYh8QkS1xX4XBWYUQ,ubrkUuNeJpGegZfpmMLJFA,Nice old hotel. Always clean and neet. Fantastic staff.  Very professional and oh so polite.  BUT the lame ass breakfast food needs a major change.  Served the same items every day. Would stay here again in a heart beat. But I will walk across the street to Panera Bread for breakfast next time.,3.0,"Event Planning & Services, Hotels, Hotels & Travel",74,3.5,8,3.88
lXAatewoqHi20OIg0ZySGA,Pybgi_Ki69CRJRAz-M1-6g,meTyTAo18ulbEu5appPu3w,"I've taken both my Ford and Dodge to this location. 
They've been honest and reasonably priced. 
Great work fixing suspension and brake system problems. 
I had an instrument cluster problem they couldn't fix 
 -but they recommended a place that got the job done (also fair and reasonable).",5.0,"Auto Repair, Automotive, Oil Change Stations, Tires",8,3.5,7,4.13
CprgnUHrjpSNgKwxY4VhIQ,Q3pPtoXlqYoIVnRRwqdPpg,0i0y1K7pP5ry_MAs29_rAg,"Beware! I made a mistake with their online booking system and got confused about the day I had booked. I have been a customer with them for a while but theywould not reschedule the appointment and charged me $40! I would be careful about giving them my credit card in advance, they will use it.",1.0,"Barbers, Beauty & Spas",36,4.0,4,1.0
lSSLJfSMtmW_88HvpndvFA,fzq7DzyKSRXLaHhEKhCSQw,ZfMDETGbFq0eAz8qLa5Aqw,"VIOLATES TAX LAWS. I bought a sandwich. They charged, along with the regular sales tax, a tourism tax. According to the city's site, ""This tax is a business license tax, not a sales tax."" So, not only do they have meager sandwiches, they violate the law and you pay.",2.0,"Fast Food, Restaurants, Sandwiches",13,2.0,58,1.95
qAxYOcP1BzXuIcdI6KwFuQ,vGnimnpcBO0vE3j3u_dpQQ,67_Oc_6-hkvtqrFqULJmWw,"Had my 50th birthday celebration at Rick's last night and had an absolutely amazing time. Food was delicious as usual. Wait staff were great - very attentive, friendly, and provided a lot of good recommendations for appetizers and main courses. Thanks everyone for making this a truely memorable evening.",5.0,"Italian, Restaurants",77,3.5,18,2.74
KzWjolFj-g26nfhgXXh4DA,iTRDOu1CsAvEhyvdLWPImQ,UvDud4vaI7l_JlBV3E1mHg,"Get a 16 inch matzo cracker, pour tomato paste on top with Lucerne mozzarella cheese.and put it in the oven and in 15 minutes u have a bazil's pizza. I heard the place used to be good but sucks now. I gave one star bc it actually had enough ingredients to fill u up but....my God!",1.0,"Italian, Restaurants",120,3.5,6,1.63
Ie7jDTgMlhrkWsXBE1JtxA,VRZ6bHC2QqINiZMZLN-ElQ,S-_Z60nFMGfoHr-_hTtZqw,The room seems nice but the WiFi is very suspect. I have not been able to get my Ipad to connect. The correct network shows up on the list of available networks and then drops off before I can even launch my browser. The guy at the front desk is very helpful but he can only tell me what he has been told.,2.0,"Event Planning & Services, Hotels, Hotels & Travel",65,2.0,5,2.8
PeFwzWjz6tUySBnxk8_JOA,KhBm_HDYJVBJQnxLhiOxkA,aYdQNCcv9O6DM8uiPIIv4A,Horrible service! I do not recommend at all!! Sat for 10 minutes before we were greeted! Food took a long time! Chips taste stale! My nachos were chips were soggy & didn't even have any cheese on them! I'm a waitress myself so I usually give people slack but not here & wasn't checked on once or asked for refills!,1.0,"Mexican, Restaurants",49,2.5,5,2.6
dCXccQhXfrgqbwkJEygalQ,21gxXtNPDvwLvcjjds8dCQ,rmJt2wCN7UC6OFTPwVQGQQ,"Security man Mike is fantastic, but the other staff are not very helpful. Good hours for us working folks! Just wish Chase, my west coast bank, had more of a presence in Philly, and it wasn't such a pain to change from TD to another local bank...though I am thinking about it.",3.0,"Banks & Credit Unions, Financial Services",13,3.0,13,3.25
QdewcHY4TfqxdPA8o2jxwQ,DFc6YYVNGpnnN2YzYZV8Hg,QHx8jIqvVQsEQdRvWny58g,"A decent clean place to spend a couple of nights here for work but I would never pay full price!

The water didn't work properly in my first room, the tub had water in it and the rod were quite old. Even saw se mould in the bathroom.

I splurged on this hotel for the sauna and it was pretty disgusting. Dirty, old and messy.",3.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",39,3.0,22,3.73
7eHQSGR0XVvZOUNdhWrJuw,msdnb5dXxM6jDW0KHFu0zw,jR3sTUWCPuOCWpdm8Pn-wQ,"Toro and blue fin tuna were their special of the day, and it was specially tiny!

They charged full price and gave food actually worse than all you can eat sushi place.

This is a pretender. Similar price like high end sushi places but no class here......

Save your money!",1.0,"Japanese, Restaurants, Sushi Bars",270,4.5,10,1.86
OKq6Ws3iPU4Neb64SKrwGQ,phugTFxYOyR1VVrV10-72Q,wCkjZV39PSdC7iIV6urJMA,"This is my go-to Italian restaurant. Every now and then we try others but keep coming back here because they are the best. Favorite dish is their ""Pasta Tarantella"", chicken peas, mushrooms in a delicious pink cream sauce. Huge portions. Also the staff is great and the owner greets everyone. Highly recommend!",5.0,"Italian, Pizza, Restaurants",175,4.0,26,4.11
Q1D9Pt8SDK9F2Y3FVOp7dw,0ddip9KM7_oAswwjTTAYYA,QU5SwQ7NxIJdueL_M3u8dA,"Excellent place. Very attentive staff and great food. Had the cod fish special which was perfectly cooked and delicious with bacon and mashed potatoes. All desserts are home made and the tiramisu was outstanding. Don't miss this place for some outstanding Italian food. It's a BYOB.

Fred P",5.0,"Italian, Restaurants",139,4.5,18,4.75
gj-Wv_2Ucyjvr2BpAoB32g,F6H7X7AKYZplG1qEmKsObg,dMOv-lIQ9-2TGOfuAyzgOg,"I ordered yesterday because I got a  new advertiser in my door. I order a double turkey burger and mushroom cheese steak. My bill was much more than stated on the advertiser . when I questioned 
the difference the man on the phone kept saying taxes and delivery. I added the taxes and delivery price he quoted yet, it did not add up",1.0,"Italian, Pizza, Restaurants",41,3.0,5,1.67
dYKI2pyfjypVe9x0E9fLOQ,HPN13R8pmDZaIEkG_oNqUw,ft6I8fOrKQtVdM_trVXk8A,"Great place for dinner with your college student. Just be careful not to over order. (Our hunger was bigger than our stomachs, but the leftovers went over well back on dorm.) There's a great selection and the rolls are huge! Highly recommend if you like sushi.",5.0,"Japanese, Restaurants, Sushi Bars",217,3.5,22,4.7
igNXzALeJsn3Pc0rRM72Vw,m94gYinJ1pFZiVpy6v51Vw,Cjmak3bBZq09OeZ7GEeikA,First time trying this place after passing by for 20 years and I can't believe it took me this long to find this hidden gem. It is the quintessential Pizzeria/Italian Restaurant with good food and a mom and pop feel so I highly recommend giving it a try when that's what you're in the mood for.,5.0,"Italian, Pizza, Restaurants",29,4.0,2,3.0
jzyCOpqbtUwzTBPtNtz3nw,9mq8Wiv2nOL5PWQmSMALAA,GE7eT64EHR6udOZUaP3yCw,They are very slow at this location no matter what time of day or night that you come. They also don't use gloves to prepare the food. The manager had to ask the crew and they took the gloves back off within 5 min. My wait time was over 20 min so I got to see alot today.,1.0,"Burgers, Coffee & Tea, Fast Food, Food, Restaurants",38,2.0,20,3.15
n2a1nMsxH_Soi4BrO2qNiA,v6A52QFsC6YIao246JIhXA,NQ6v9hMwtfS5mn2a0vQr1Q,"Service is solid, establishment is clean, but the food leaves much to be desired. It all tastes store-bought and inauthentic. You're better off heading to guero canelo or somewhere nearby for a Mexican food experience. Prices are also on the high end for the lack of overall flavor.",2.0,"Mexican, Restaurants",459,3.0,35,3.91
KbIJul2m840U8VHqyJZtZA,-0-KwY7YhKPYR5vDVrrjGA,ent_M5k2xHY9FNskAobpow,"This is what my car looks like after their 30 dollar ultimate wash. They just got finished ""cleaning"" it. Also they put synthetic in my car instead of regular during the oil change so now it's going to cost me more wherever I take it. On top of all of this they are rude.",1.0,"Automotive, Car Wash",58,3.0,5,3.4
U9oTnUQY3MFQdffxYwi3ow,U0GEVik0w1-_k6UYw5hDmw,9C2xnlYG5AJlqUZOxI9yNg,"If vaccinated and want a choice  of wearing mask - don't shop here - spend your money where u can chose to wear a mask if it is moorland to you 
Thousands are not anti mask - but are for personal choice 
No more of my money spent at Payless liquors
And I know I am not the only one as others walked away",1.0,"Beer, Food, Wine & Spirits",9,2.5,13,3.08
etlEHwhxasPTqr5NTyoLhA,I2ZNPrJDtsMpy4vUVeIBqw,OhUQLPiPuwczM8Rlm-itcA,"The only resort like feature of this hotel was how sandy the bottom of my feet felt after walking around barefoot inside the ""cleaned"" room. Didn't make it to the beach but it sure felt like it with how disgusting the room was. Too bad it's a pretty spot right near the beach but the rooms were so gross and run down",1.0,"Event Planning & Services, Hotels, Hotels & Travel",28,2.5,3,2.67
YyfM4cUur98LtHvVWY7uvQ,SDnw457TatqJoPoDwQ6Qog,a-MYqHxvpmCz3ZXy2illiA,Every time I visit this location I end up waiting anywhere from 10-15 minutes to get my coffee in the drive through. Given the fact that this is the only Starbucks near CWE that has a drive through I continue to visit it. The employees are nice but the service moves at snails pace.,1.0,"Coffee & Tea, Food",57,3.0,8,2.25
3KY8B2uBIFcyMKA10l3TNg,YH5FtEREQe2eBQPQb2Iojg,RekD1YJoT--h-CL7vmM1DQ,I stopped in to get my 30 day supply of food and water and other supply's . The place was clean inside and outside of Fry's and the staff were friendly . Every one should get there 30 day supply of food and water. Because of the supply chain and the debt ceiling and the Goverment shut down on 12/03/2021.,4.0,"Food, Grocery",23,2.0,25,3.32
hEL7YbaPbZcevYsp1fJqrA,fxmQl7TGyUl1LFBzzcXqOw,4NgTdVOJQ4KHQc1X_8ByVA,"My dogs are very diverse and have special needs. I appreciate that North Hills takes that into consideration when dealing with my dogs and their many issues.  However, as many times as I've been there, the front office never remembers my name or my dogs  I understand staff changes but some of them I see every time I come in",4.0,"Pets, Veterinarians",84,4.0,3,4.67
rZTZQiM_Cu7CULyKfK0l3A,icBetXSW64BHiqI8sBwxRA,w_B0phzyFXPmeiVlzQrq6A,Great fun upscale Mexican menu!! Had a wonderful dinner tonight! Service was amazing - great waitress and manger. Drinks and the Food was delicious especially the guacamole!! Celebrated a special birthday- surprise with a candle and cake / appreciate the great service all around!!,5.0,"Mexican, Restaurants",437,4.0,23,4.88
Ymy5Dvr0XFdY8GYJ-upsSQ,B4FnZpiK5Nwr_PvKtaWybw,CfqGOY55iS-NqiYyEAhMdw,"Whenever we're in the mood for tacos, we go to either this place or El Tapatio on Nolensville Rd and order the tacos al pastor. It's a tossup between them for which is better, but they're both hands down the best tacos in Nashville. Can't believe how lucky we are to have this place in Hermitage.",5.0,"Mexican, Restaurants",39,5.0,2,5.0
PtyW-C9YhZW2uCy3eStXtw,-Ih4ezfe150bS0B9tPqxgw,u16Z8B40zAyBB9TRWoRuRw,"I love this place. The service is always friendly and the food.... very good. Soochow is a casual dining restaurant, with excellent pricing.  I have been there frequently (especially for their lunch specials) and have always been greeted courteously. I definitely recommend giving Soochow a try.",5.0,"Chinese, Restaurants",75,3.0,7,3.14
0fr8tpwqPWqvBGRDAGNANQ,7iw-BBMnHg9SfQ3IPVIRgQ,Jw3mUNF9_ZiawPDZryUdcw,"Good live music on Sunday night, wait was an hour for sunset but bar area was lively and fun. Sunset shots were good (and free). Food was average. Atmosphere and drinks were what made it best. Hostess, bartenders, and waitress were hospitable and very nice.",4.0,"American (Traditional), Restaurants",405,3.5,7,4.0
oAW9DO_x4mUkBi7DJMKMRw,iIDtFXjYlyCKhGdxC9Djxw,asenvErCdhN_zUvEedDTxQ,"I was happy with this place, as the eye exam was free and the doctor was both efficient and thorough. The service staff was helpful, and did not attempt to sell me on extra products that were not needed. The pricing for the two pairs of glasses I received was about what I expected to pay as well.",4.0,"Eyewear & Opticians, Health & Medical, Optometrists, Shopping",8,4.5,8,4.13
rcpIwotszUJFxIPVF_cvtA,Ejp3OVa_IXbD2WfEPl7bqQ,E7MXV4SttBtCmcZC9mnVYw,"Great Bloody Mary! They go down very easy Calamari appetizer is not worth it. I asked the server if it was fresh, not the pre-frozen in a bag already breaded. She said yes it is. No, IT IS NOT fresh. Was six rings and three tentacles pre-breaded, pre-frozen, awful and chewy. Waste of $9!",3.0,"American (Traditional), Restaurants",151,4.0,25,3.23
WXbSbjiE0gzsblg4Kxzpzw,vwNGJ1tFxe6HhvpYPzPcHQ,SOsjW1JARmtHUFtpFlp8rw,"Came here tonight because I was craving goat cheese and Pizza. Got make your own so I could get extra goat cheese, ordered extra goat cheese, got home and had a piece and turns out the guy put extra ricotta and not goat cheese! I am so upset. 

If they look too much alike, don't put them next to one another or add a label!",2.0,"Pizza, Restaurants",271,4.0,8,3.38
Bkq8bnjHrnLXS9UvIU6B_A,37a3f46udkWVLGgpZ-wgvA,bcjCxkUn77_YAPg4mPH39g,"Not a big fan of this hotel. The building and rooms don't look as good as the pictures on their website, the room layout is strange (the TV is hard to watch from the bed), sometimes the maid does not show up, my card key randomly stopped working, and the lines to talk with anyone at the front desk are consistenly a very long wait.",3.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",114,4.0,31,4.21
sIA6_JHJyvzJ0WTh2_HQWw,rbaHthHCZJJuMtmTH_B9pw,y9JoMjpu7mrjCgDfSnZJ6Q,"There web cite says they open at 7:30, they don't it's 8:00. So I left and returned at 8:05 waited 10 minutes then took my business elsewhere. This place must be under new management I've never had any issues with serving my vehicles here. But this is the third time and like in baseball I'm out.",1.0,"Auto Repair, Automotive, Oil Change Stations, Tires",11,4.5,8,2.0
4kKuef1tTXErP8op_OmKYQ,l_Gyi2D8qXwTscCRGxVZ3A,kBCF2M8kUJ0pqhEk03x_Ag,"I, like most of the community, couldn't wait for this place to open. Unfortunatley, due to the lack of professionalism and overall attitude of the entire staff, I find myself driving a bit further down to Rivergate for booze. It's a shame, this place has great potential. They just need to hire people who aren't rude.",1.0,"Beer, Food, Wine & Spirits",12,4.0,12,2.31
mG7m-QVsH-_ituc6QZeinw,rqLU-cV05LquGAiURfUyyA,pN3O2ZLRiSLPyCWCe6-DNQ,Just drove by there last night and the place is closed!  Building was totally empty. What a surprise - had no idea. Their Chaddsford location closed recently as well. Very disappointed because it was one of our favorite local hangouts. Does anyone know what happened?,4.0,"American (Traditional), Restaurants",13,3.5,6,4.86
ZoV9wQJRtVxoUjri6FAbHg,TTBUBZquwnOq6CjlKz1lXw,_5k9hs8ae9S9Dj46EZrSAg,"Went two days this week, once inside, once through the drive through. Both times, equally slow. I'm trying to get my gold star before the new ridiculous policy takes place-this location is on my way to work but it looks like I need to search for a new one. I don't have 15 extra mins to waste in a line or a drive through.",3.0,"Coffee & Tea, Food",98,2.5,15,3.27
6iboiyUxD8hKg5NZBMc2sA,Ob_151GHGIqwOKwXoO1PEg,Jedync3AEwog8aBrewm36w,Price's are reasonable. Store is clean. Employees are very friendly. Meats and fruits are fresh. They don't have much in the medicine isle but there's a Walmart up the street. There's a gas station out front.  Pretty good place the do your grocery shopping.,5.0,"Food, Grocery",5,4.0,6,2.17
BJbJomuRZfU6ScaCMmFCVw,ptlbBgeMvwr6185Pagnqyw,clwjLY7PdYJpe7IP9lrqEw,"Besides waiting 12 minutes to be greeted and our drinks orders were finally taken...Overall everything after was great from the appetizer to the dessert.  Haven't had such amazing authentic Mexican food since serranos..We'll be back, just hope the servers are more alert towards tables getting seated in their section.",4.0,"Mexican, Restaurants",270,4.0,1,4.0
mAHOqjeS8nM3PEeB-BCDsw,oCnCVAHD7GGcgCT_GP0Rlg,pq22o2uzT8Pf6ApfQLczww,Been here for at least 1-1/2 hours. Ordered 45mins ago. wanted over 20 mins to even have a sever come by that is only after I asked if anyone could take our order. Granted they are packed but still no excuse for the excessive times. Been waiting 15 mins at least to get another drink.,2.0,"Mexican, Restaurants",99,4.0,7,4.13
mfmk4VnqHn9gJyOacAjd5Q,CEyd-8i6-SxNzrPeF6e9ew,ipyr8nMTPpiCC-i-vDOVEw,"This place can be hit and miss. They do have a loyalty card, but do not have specials nor honor coupons like the Tucson locations. They apparently can get away with it in Green Valley.  Unless you absolutely need a wash, next trip into the big city have your car cleaned there.",3.0,"Automotive, Car Wash",90,2.0,63,3.84
OC3gGmS3PgHGLWQb9d9Ffw,cAtnUGFB0WE2FquMoSoiiQ,JbxOWK2tMUkNmYPvjPBVoA,"Aggressive and unprofessional shot girls. Did NOT take no for an answer, would follow, CHASE, harass and FORCE shots down your throat even when told NO repeatedly. Also over charges you even though clearly shown what the cost is.
Physically aggressive bouncer that I witnessed throwing a patron to the ground. 
Shady and unsafe.",1.0,"Bars, Nightlife",143,3.0,391,3.23
Lxtr_RnJqa88rW5D2dgZrQ,JiqUeiXgugNrmvJEOx7NyA,zxW8zECvT_SqejieMMjb5A,"Rated fairly highly, I thought we'd stop in here for a beer and a snack. It is really grungy, which made me question the cleanliness of the food and cups. That's never a way to enjoy a meal. It wasn't bad, but for what you pay there, they really can afford to clean the place up a bit. Please.",2.0,"Mexican, Restaurants",14,3.5,422,4.01
BkptziptQTeAdXkIjzhTOQ,lB55PCOj-zn_z7iaaPIGTQ,JglSBV9cZB_fb1Zqv_nvXg,"Big and beautiful, and only a short walk to Bourbon Street. This high rise provides spectacular views of the French Quarter and the river and includes a nice restaurant and bar. Front desk staff were friendly and nice, and you're getting what you're paying for.",4.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",75,3.5,293,3.48
I_rKXSRq4BjobGeERQ5IIQ,CPEXUVxqq_o_IG9p-fGUhw,hZomxy-RkEDnoz3CUpURWQ,Remember when top sirloin at publix sold for one week at $3.99 per pound I purchased several from different location they were NOT too sirloin at all I don't even think they were STEAK worst meat ever. Chewy no mater how you cook it. I will NEVER buy meat from them.,1.0,"Food, Grocery",15,4.0,14,3.0
2cKBckwZyCyieP-rsodyGA,brwxw8mbkm6jFxVy2CMC2w,io4YNLvABJrFraEwtQBWqA,"Meh.

Not terribly impressed with this hotel, though they seem to work pretty hard at it.

Staff is good, service is good location is pretty good, though it's on the ""not happening"" side of downtown.  Good for running on the river, bad for restaurants and bars.

Overall, the hotel is just very very dated.",3.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",557,2.5,219,3.65
l50E5WGy84WThgiNGEIpfQ,5fNz1-pIEMhvJq4ytCwvEw,LCRNYDu7Fgph8f0CnKDJgQ,"The customer service stinks. We ordered a crispino pizza for pick up. When we got home, it was not what we ordered. I called to get it sorted out and the person on the phone argued with me that I ordered the wrong thing and refused to make it right. Will not be going back.",1.0,"Italian, Pizza, Restaurants",97,3.5,10,3.9
PsH8S-m-nH8qK0KcPy7jgg,f7e96Iodfmapqm3C_lrDcw,2EVCpJTmmjFeYzxjQnnaeg,We had a private luncheon in the back room. The staff was good about refilling the trays and making sure everyone's drinks were full. The whole atmosphere was very cozy and homey. Get the chicken parm and baked ziti; skip the vegetable medley (a little too well done for my taste). Good brunch/lunch choice in the area.,4.0,"American (New), Restaurants",54,4.5,596,3.94
vGSYSaqlQWVd0pXOSKCamA,rN35VDaSKEpewqoDWznfGg,lKU_kljhbEQKIPaM1Zbqiw,"Got lucky and got a table on a Friday night and got treated to one of the best Italian meals I've ever had. I got the ""Sunday gravy"" which was fantastic. The meatballs and the braised meat were some of the best I've had. My gf got the gnocchi which was heaven in every bite.

So happy we happened to go here.",5.0,"Italian, Restaurants",1147,4.0,37,3.79
L-R5z2csHsAylt3UqufUJw,Xm63VwBMvW4uF3uhMijO7w,neo3yvjRuRCp9tyq2DahUA,"i've been a GS patron about twenty years now. always good food, good service, and their refusal to update the decor since the late 60's makes this place my favorite. its not every place that has chinese mural paintings against faux wood walls. the general's chicken is possibly the best in boise.",4.0,"Chinese, Restaurants",73,3.0,16,3.88
RJ8PYGAdUZfmyjCqbpROtg,6Q1dfb6rIVh6h7isrHQggw,2u0VeSqc7f8cLF5BUedvCA,"If  you are moving to Tampa on a tight budget and need a place to crash until you find something more permanent, I highly recommend staying here a few days. Nothing to write home about but I found it very comfortable and convenient for looking at apartments in South Tampa.  And they have free wifi and inexpensive weekly rates.",3.0,"Event Planning & Services, Hotels, Hotels & Travel",6,2.5,4,4.25
GC0lngjFi2kj7bS6Z9qBnA,7M7FDmaWvO-LplCmAlIpjw,tIrYpQ8I6gh1FhhqYU-Ttg,"This hotel serves its purpose and does nothing wrong.  Plenty of parking.  Clean rooms, clean pool.  There were places to eat on site.  

It was a cheaper option than staying right next to the airport and they offered shuttles to places nearby.  

If casinos are your thing there was a couple very close.",3.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",32,3.0,24,4.0
Gb8P5ziSdp73Rbl7xPcvBg,dqZK50pCUi9YD3GQmeOR1Q,h2wpl5u6FyKABau2247LrA,Best local bar in St. Pete!! Love this place! We are visiting from CA. This place was highly recommend. My boyfriend and I sprint two days here. Had the pleasure of meeting the owner Marty. She was great! They also own Smileys Shake a local eatery. Just welcoming and good!!!,5.0,"Bars, Nightlife",176,3.0,57,3.83
hPzQQHiLw9FSBrIkgHvRRw,jRcAho4oH-5i4hM0FFlFGg,-GJN01qCjGgnNBTbZexNpQ,"I usually don't review chain places but DAMN! 

Ordered an Iced coffee ended up with a cup of brownish water. My first sip was full of coffee grinds. Really? SB coffee never comes full of coffee grinds. This cup was watered down and just bad. 

By far the crappiest starbucks experience I have ever had.",1.0,"Coffee & Tea, Food",8,3.5,98,3.75
viTBoIaRS9TMmEP7y9be_w,4myGHAS6S0EoGZUb61CxzQ,8BLTQlfijNA2LSFEz-d3hg,"Really enjoyed my stay. Everyone was courteous and I felt very comfortable. It had a great combinations of high class without the stuffiness. 

Clean rooms and comfortable beds. Great view. Loved the pool. The sports bar Champions has an excellent setup for watching games.

Jacuzzi is pretty small.

I would stay again.

Thanks!",4.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",374,3.5,113,3.89
rLWxC44wQAZaAARLd_RbHA,v2iqKFtjV_1CFuLqI1Sgaw,9k_KLh2GEu4iW83TAzUVtw,"I like the place, but the smoke isn't a turn-on.  The bartenders do make a mean drink.  However, the crowd can be a bit snooty at times.  Great place to hang out and play music on TouchTunes, not so great for conversation.  +1 for pinball and games in the back.",4.0,"Bars, Nightlife",76,4.0,49,3.45
WerdKaAQ0fFG2VS8mm0MVQ,gG-Qc3fFtixrZFOCjyc2Dg,hdGSVYYrLFS4iNufBX3q6A,"I wasn't that impressed with the bar. I went on a Friday. The locals were mainly there and I was a little bored. Also, I didn't really like the straight laced crowd that much. I was hoping on more of a medieval artistic theme but it is more like a typical sports bar.  There are better bars in the area.",3.0,"Bars, Nightlife",57,4.0,393,3.32
sDlYr4kRa36iz8ILfKBCCw,gG-Qc3fFtixrZFOCjyc2Dg,2ari5VTz_0bGE7WnvBylbA,This place is so frustrating. They don't know what they are doing. I had to call five times to get my rental extension. They claimed it was the not the rental agreement number first time i called...but next time it was fine. They seem very incompetent-either that or that get some kind of kick out of being annoying.,1.0,"Car Rental, Hotels & Travel",209,1.5,393,3.32
wagyuUkdRa64sGadjMqhMw,2lLpBKwBoRxKktq-qy8f6Q,D-1BoOczhXGgwhBOR5v-nQ,"Yummy, yummy, fresh-not-canned Mexican food right off the highway.  Prices are a little high (although in keeping with the Santa Barbara area), and the temporary construction in the shopping center detracted from an otherwise excellent lunch.  Wait a few weeks, then get yourself down here.",4.0,"Mexican, Restaurants",110,3.5,134,3.8
vpCQ8CiOSwaP7wVfdA9O1Q,kMsX9ZxCfwgjZDEdCDej9Q,vhKv74jPIBW7rsSr1BBTag,"Extra star because you are 30 feet away from Bahama Breeze.
Always nice that you do not have to drive.

if you are staying here because it is close to the airport.................be aware that the closest gas station is 10 minute drive away (in the event that you have a rental).
Free wireless.
Decent work out room.",4.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",37,3.0,418,3.66
